,GC3
YOL112W,0.395299145
YOL113W,0.339144216
YOL114C,0.382653061
YOL115W,0.310225303
YOL116W,0.336021505
YOL117W,0.344155844
YOL119C,0.347916667
YOL120C,0.391304348
YOL121C,0.342857143
YOL122C,0.324909747
YOL123W,0.309664694
YOL124C,0.366028708
YOL125W,0.427645788
YOL126C,0.434782609
YOL127W,0.446043165
YOL128C,0.389502762
YOL129W,0.338983051
YOL130W,0.34939759
YOL131W,0.4
YOL132W,0.35371179
YOL133W,0.387387387
YOL135C,0.50462963
YOL136C,0.366412214
YOL137W,0.297468354
YOL138C,0.368220015
YOL139C,0.299019608
YOL140W,0.346987952
YOL141W,0.351632047
YOL142W,0.370212766
YOL143C,0.335443038
YOL144W,0.352688172
YOL145C,0.335243553
YOL146W,0.324324324
YOL147C,0.453744493
YOL148C,0.339041096
YOL149W,0.306666667
YOL151W,0.399399399
YOL152W,0.374161074
YOL154W,0.348739496
YOL155C,0.377846791
YOL156W,0.421641791
YOL157C,0.441860465
YOL158C,0.366609294
YOL159C,0.265060241
YOL161C,0.513043478
YOL162W,0.330097087
YOL163W,0.417218543
YOL164W,0.372168285
YOL165C,0.355072464
YOR001W,0.337062937
YOR002W,0.357281553
YOR003W,0.279569892
YOR004W,0.372
YOR005C,0.318132465
YOR006C,0.33559322
YOR007C,0.290030211
YOR008C,0.38172043
YOR009W,0.355648536
YOR010C,0.356557377
YOR011W,0.340267459
YOR012W,0.406015038
YOR014W,0.322056834
YOR016C,0.38
YOR017W,0.342273308
YOR018W,0.321167883
YOR019W,0.342657343
YOR020C,0.403846154
YOR021C,0.385365854
YOR022C,0.321888412
YOR023C,0.418312388
YOR025W,0.427586207
YOR026W,0.383233533
YOR027W,0.366666667
YOR028C,0.302083333
YOR030W,0.326123128
YOR032C,0.336470588
YOR033C,0.33915575
YOR034C,0.374479889
YOR035C,0.377604167
YOR036W,0.347670251
YOR037W,0.36440678
YOR038C,0.33964497
YOR039W,0.306451613
YOR040W,0.406593407
YOR042W,0.383663366
YOR043W,0.337579618
YOR044W,0.339869281
YOR045W,0.321428571
YOR046C,0.285714286
YOR047C,0.313084112
YOR048C,0.35300207
YOR049C,0.366366366
YOR051C,0.337438424
YOR052C,0.421768707
YOR054C,0.368663594
YOR056C,0.395089286
YOR057W,0.290575916
YOR058C,0.290023202
YOR059C,0.358974359
YOR060C,0.386454183
YOR061W,0.40797546
YOR062C,0.379844961
YOR063W,0.439678284
YOR064C,0.427230047
YOR065W,0.36026936
YOR066W,0.379310345
YOR067C,0.355595668
YOR068C,0.345132743
YOR069W,0.349544073
YOR070C,0.343234323
YOR071C,0.436265709
YOR073W,0.355285962
YOR074C,0.327586207
YOR075W,0.321321321
YOR076C,0.336512262
YOR077W,0.397321429
YOR078W,0.339622642
YOR079C,0.323333333
YOR080W,0.336158192
YOR081C,0.442280946
YOR083W,0.524137931
YOR084W,0.632
YOR085W,0.49851632
YOR086C,0.360869565
YOR087W,0.37654321
YOR089C,0.351219512
YOR090C,0.339857651
YOR091W,0.525679758
YOR092W,0.363945578
YOR093C,0.315558344
YOR094W,0.350877193
YOR095C,0.296875
YOR096W,0.380952381
YOR097C,0.293413174
YOR098C,0.335841957
YOR099W,0.393048128
YOR100C,0.336477987
YOR101W,0.344262295
YOR103C,0.3203125
YOR104W,0.327272727
YOR105W,0.37254902
YOR106W,0.392857143
YOR107W,0.4375
YOR108W,0.343589744
YOR109W,0.306481481
YOR110W,0.303102625
YOR111W,0.328888889
YOR112W,0.324324324
YOR113W,0.333333333
YOR114W,0.353571429
YOR115C,0.341085271
YOR116C,0.290870488
YOR117W,0.347619048
YOR118W,0.327808471
YOR119C,0.324152542
YOR120W,0.341059603
YOR122C,0.352459016
YOR123C,0.345733042
YOR124C,0.324259408
YOR125C,0.371681416
YOR126C,0.365638767
YOR127W,0.308553971
YOR128C,0.314079422
YOR129C,0.356898518
YOR130C,0.34965035
YOR131C,0.354368932
YOR132W,0.34082397
YOR133W,0.443896424
YOR134W,0.309045226
YOR136W,0.321428571
YOR137C,0.341625207
YOR138C,0.46941896
YOR140W,0.428763441
YOR141C,0.342196532
YOR142W,0.295950156
YOR143C,0.333333333
YOR144C,0.337645537
YOR145C,0.380597015
YOR147W,0.353820598
YOR148C,0.383333333
YOR149C,0.353061224
YOR150W,0.341772152
YOR151C,0.256584537
YOR152C,0.341365462
YOR153W,0.325034578
YOR154W,0.359511344
YOR155C,0.330296128
YOR156C,0.352112676
YOR157C,0.385826772
YOR158W,0.383386581
YOR159C,0.466666667
YOR160W,0.32309322
YOR161C,0.467710372
YOR162C,0.337164751
YOR163W,0.362637363
YOR164C,0.339933993
YOR165W,0.303191489
YOR166C,0.328089888
YOR167C,0.384615385
YOR168W,0.31377551
YOR171C,0.353135314
YOR172W,0.38370565
YOR173W,0.45
YOR174W,0.371841155
YOR175C,0.322525597
YOR176W,0.375661376
YOR177C,0.383259912
YOR178C,0.348329049
YOR179C,0.392265193
YOR180C,0.350943396
YOR181W,0.283413849
YOR182C,0.31147541
YOR183W,0.298387097
YOR184W,0.359173127
YOR185C,0.34741784
YOR186W,0.47826087
YOR187W,0.30548926
YOR188W,0.315981735
YOR189W,0.300884956
YOR190W,0.357647059
YOR191W,0.345177665
YOR192C,0.392156863
YOR193W,0.295081967
YOR194C,0.389285714
YOR195W,0.330855019
YOR196C,0.304020101
YOR197W,0.342995169
YOR198C,0.438972163
YOR201C,0.475124378
YOR202W,0.455813953
YOR204W,0.411262799
YOR205C,0.358455882
YOR206W,0.323657475
YOR207C,0.29011786
YOR208W,0.343365253
YOR209C,0.355932203
YOR210W,0.328358209
YOR211C,0.33411215
YOR212W,0.297029703
YOR213C,0.361702128
YOR214C,0.307017544
YOR215C,0.422857143
YOR216C,0.381355932
YOR217W,0.30071599
YOR219C,0.341814159
YOR220W,0.353846154
YOR221C,0.397727273
YOR222W,0.413793103
YOR223W,0.480565371
YOR224C,0.394366197
YOR226C,0.523178808
YOR227W,0.328958162
YOR228C,0.392361111
YOR229W,0.450331126
YOR230W,0.41314554
YOR231W,0.347648262
YOR232W,0.32735426
YOR233W,0.34522293
YOR234C,0.423076923
YOR236W,0.393034826
YOR237W,0.324519231
YOR238W,0.343537415
YOR239W,0.330618893
YOR241W,0.336501901
YOR242C,0.274238227
YOR243C,0.317557252
YOR244W,0.327906977
YOR245C,0.323529412
YOR246C,0.511182109
YOR247W,0.495145631
YOR249C,0.321212121
YOR250C,0.3387471
YOR251C,0.368600683
YOR252W,0.369942197
YOR253W,0.343023256
YOR254C,0.295665635
YOR255W,0.351648352
YOR256C,0.295165394
YOR257W,0.380645161
YOR258W,0.379146919
YOR259C,0.340375587
YOR260W,0.358657244
YOR261C,0.307228916
YOR262W,0.356495468
YOR264W,0.331753555
YOR265W,0.371428571
YOR266W,0.346437346
YOR267C,0.32388664
YOR268C,0.46875
YOR269W,0.371549894
YOR270C,0.337957125
YOR271C,0.458598726
YOR272W,0.386160714
YOR273C,0.360128617
YOR274W,0.366748166
YOR275C,0.341049383
YOR276W,0.333333333
YOR278W,0.330882353
YOR279C,0.287581699
YOR280C,0.343629344
YOR281C,0.318996416
YOR283W,0.302222222
YOR284W,0.378723404
YOR285W,0.310606061
YOR286W,0.363013699
YOR287C,0.374570447
YOR288C,0.366559486
YOR289W,0.355371901
YOR290C,0.319200485
YOR291W,0.329362299
YOR292C,0.360824742
YOR293W,0.470588235
YOR294W,0.373056995
YOR295W,0.345454545
YOR296W,0.312399356
YOR297C,0.327956989
YOR298W,0.355895197
YOR299W,0.418410042
YOR301W,0.473684211
YOR302W,0.608695652
YOR303W,0.364764268
YOR304C-A,0.328767123
YOR304W,0.306066176
YOR305W,0.340611354
YOR306C,0.364541833
YOR307C,0.348519362
YOR308C,0.299651568
YOR310C,0.34
YOR311C,0.357400722
YOR312C,0.427710843
YOR313C,0.296969697
YOR315W,0.334319527
YOR316C,0.378823529
YOR317W,0.370753323
YOR319W,0.330143541
YOR320C,0.392484342
YOR321W,0.358356941
YOR322C,0.314465409
YOR323C,0.380313199
YOR324C,0.413851351
YOR326W,0.353172008
YOR327C,0.407407407
YOR328W,0.363757495
YOR329C,0.327868852
YOR330C,0.398843931
YOR332W,0.555066079
YOR334W,0.4345898
YOR335C,0.35106383
YOR336W,0.3125
YOR337W,0.425101215
YOR338W,0.383522727
YOR339C,0.344594595
YOR340C,0.333333333
YOR341W,0.295102294
YOR342C,0.378205128
YOR344C,0.356890459
YOR346W,0.319126819
YOR347C,0.427125506
YOR348C,0.632721202
YOR349W,0.404233871
YOR350C,0.3171875
YOR351C,0.333333333
YOR352W,0.34421365
YOR353C,0.353706112
YOR354C,0.350073855
YOR355W,0.307539683
YOR356W,0.361702128
YOR357C,0.406451613
YOR358W,0.441048035
YOR359W,0.382178218
YOR360C,0.303149606
YOR361C,0.336538462
YOR362C,0.38869258
YOR363C,0.393782383
YOR365C,0.332344214
YOR367W,0.25388601
YOR368W,0.30964467
YOR369C,0.362318841
YOR370C,0.308219178
YOR371C,0.33180778
YOR372C,0.353369763
YOR373W,0.415162455
YOR374W,0.464426877
YOR375C,0.413636364
YOR377W,0.321428571
YOR378W,0.376299376
YOR380W,0.358490566
YOR381W,0.319648094
YOR382W,0.38
YOR383C,0.378787879
YOR384W,0.393617021
YOR385W,0.299295775
YOR386W,0.310734463
YOR387C,0.368159204
YOR388C,0.42506812
YOR389W,0.369127517
YOR390W,0.353932584
YOR391C,0.407725322
YOR393W,0.445754717
YOR394W,0.3375
YPL001W,0.301369863
YPL002C,0.346846847
YPL003W,0.348214286
YPL004C,0.3003003
YPL005W,0.319796954
YPL006W,0.333922261
YPL007C,0.322638146
YPL008W,0.326555024
YPL009C,0.33201581
YPL010W,0.336956522
YPL011C,0.304985337
YPL012W,0.284043442
YPL013C,0.341880342
YPL014W,0.414438503
YPL015C,0.40974212
YPL016W,0.351393189
YPL017C,0.432989691
YPL018W,0.441340782
YPL019C,0.326405868
YPL020C,0.292845258
YPL021W,0.291208791
YPL022W,0.355140187
YPL023C,0.352755906
YPL024W,0.423076923
YPL026C,0.376278119
YPL027W,0.351694915
YPL028W,0.335897436
YPL029W,0.373765867
YPL030W,0.358181818
YPL031C,0.481099656
YPL032C,0.348692403
YPL033C,0.317689531
YPL034W,0.308176101
YPL036W,0.367032967
YPL037C,0.454545455
YPL038W,0.385057471
YPL039W,0.380327869
YPL040C,0.35500516
YPL041C,0.403061224
YPL042C,0.339587242
YPL043W,0.340840841
YPL045W,0.35974026
YPL046C,0.410526316
YPL047W,0.37755102
YPL048W,0.547979798
YPL049C,0.467889908
YPL050C,0.379310345
YPL051W,0.29787234
YPL052W,0.325
YPL053C,0.327014218
YPL054W,0.372013652
YPL055C,0.464831804
YPL056C,0.54
YPL057C,0.385245902
YPL058C,0.308977035
YPL059W,0.296551724
YPL060W,0.335012594
YPL061W,0.406185567
YPL063W,0.381578947
YPL064C,0.322916667
YPL065W,0.351464435
YPL066W,0.421940928
YPL067C,0.523809524
YPL068C,0.407665505
YPL069C,0.414860681
YPL070W,0.315436242
YPL071C,0.308219178
YPL072W,0.332657201
YPL074W,0.337874659
YPL075W,0.32421875
YPL076W,0.34082397
YPL077C,0.35042735
YPL078C,0.337552743
YPL079W,0.432258065
YPL081W,0.394871795
YPL082C,0.323904603
YPL083C,0.316258352
YPL084W,0.325242718
YPL085W,0.331934732
YPL086C,0.268022181
YPL087W,0.366438356
YPL088W,0.403669725
YPL089C,0.389393939
YPL090C,0.435897436
YPL091W,0.336170213
YPL092W,0.395294118
YPL093W,0.3872
YPL094C,0.462406015
YPL095C,0.343891403
YPL096W,0.358974359
YPL097W,0.350622407
YPL098C,0.365384615
YPL099C,0.356725146
YPL100W,0.316115702
YPL101W,0.394557823
YPL103C,0.369955157
YPL104W,0.368338558
YPL105C,0.33535109
YPL106C,0.371681416
YPL107W,0.333333333
YPL108W,0.419753086
YPL109C,0.333333333
YPL110C,0.345408593
YPL111W,0.4875
YPL112C,0.361038961
YPL113C,0.375328084
YPL115C,0.297029703
YPL116W,0.292101341
YPL117C,0.299270073
YPL118W,0.358433735
YPL119C,0.345
YPL120W,0.354779412
YPL121C,0.391509434
YPL122C,0.329268293
YPL123C,0.334916865
YPL124W,0.334677419
YPL125W,0.31626506
YPL126W,0.375862069
YPL127C,0.556862745
YPL128C,0.432481752
YPL129W,0.331932773
YPL130W,0.304545455
YPL131W,0.42662116
YPL132W,0.283276451
YPL133C,0.382488479
YPL134C,0.45819398
YPL135W,0.484076433
YPL137C,0.372501998
YPL138C,0.364705882
YPL139C,0.305617978
YPL140C,0.362704918
YPL141C,0.327830189
YPL143W,0.509615385
YPL144W,0.345070423
YPL145C,0.357142857
YPL146C,0.286995516
YPL147W,0.326603325
YPL148C,0.327380952
YPL149W,0.348920863
YPL150W,0.324689966
YPL151C,0.318604651
YPL152W,0.315634218
YPL153C,0.353015075
YPL154C,0.408060453
YPL155C,0.401459854
YPL156C,0.341637011
YPL157W,0.396666667
YPL158C,0.303234501
YPL159C,0.329218107
YPL160W,0.326666667
YPL161C,0.340322581
YPL162C,0.444444444
YPL163C,0.381322957
YPL164C,0.341569767
YPL165C,0.327731092
YPL166W,0.279411765
YPL167C,0.298834818
YPL168W,0.317307692
YPL169C,0.383537653
YPL170W,0.429530201
YPL171C,0.454545455
YPL172C,0.305747126
YPL173W,0.30877193
YPL174C,0.328253224
YPL175W,0.326436782
YPL176C,0.364247312
YPL177C,0.404682274
YPL178W,0.303921569
YPL179W,0.325233645
YPL180W,0.335031847
YPL181W,0.334693878
YPL183C,0.335699797
YPL184C,0.322203673
YPL186C,0.342372881
YPL187W,0.302631579
YPL188W,0.335802469
YPL189W,0.367595819
YPL190C,0.2998713
YPL191C,0.282485876
YPL192C,0.305343511
YPL193W,0.296495957
YPL194W,0.36302521
YPL195W,0.316022099
YPL196W,0.301886792
YPL198W,0.441666667
YPL199C,0.330508475
YPL200W,0.367346939
YPL201C,0.389380531
YPL202C,0.343283582
YPL203W,0.342465753
YPL204W,0.408805031
YPL206C,0.416666667
YPL207W,0.330379747
YPL208W,0.365079365
YPL209C,0.325714286
YPL210C,0.339712919
YPL211W,0.293103448
YPL212C,0.346590909
YPL213W,0.369565217
YPL214C,0.301526718
YPL215W,0.299382716
YPL216W,0.341143393
YPL217C,0.310798946
YPL218W,0.277777778
YPL219W,0.39626556
YPL220W,0.533333333
YPL221W,0.444297082
YPL222W,0.493957704
YPL223C,0.457831325
YPL224C,0.344680851
YPL225W,0.333333333
YPL226W,0.325321888
YPL227C,0.346749226
YPL228W,0.289424861
YPL229W,0.405
YPL230W,0.389033943
YPL231W,0.354714912
YPL232W,0.507042254
YPL233W,0.492682927
YPL234C,0.384615385
YPL235W,0.299126638
YPL236C,0.329545455
YPL237W,0.348754448
YPL239W,0.421319797
YPL240C,0.412445731
YPL241C,0.368421053
YPL242C,0.33630137
YPL243W,0.37414966
YPL244C,0.424920128
YPL245W,0.408256881
YPL246C,0.432539683
YPL247C,0.492031873
YPL248C,0.381176471
YPL249C,0.352128884
YPL250C,0.496183206
YPL252C,0.502994012
YPL253C,0.382539683
YPL254W,0.314345992
YPL255W,0.397877984
YPL256C,0.37667304
YPL257W,0.298913043
YPL258C,0.381040892
YPL259C,0.318181818
YPL260W,0.354779412
YPL262W,0.425263158
YPL263C,0.387917329
YPL264C,0.358662614
YPL265W,0.359589041
YPL266W,0.375
YPL267W,0.333333333
YPL268W,0.318668252
YPL269W,0.355095541
YPL270W,0.329380764
YPL271W,0.233333333
YPL272C,0.339960239
YPL273W,0.391719745
YPL274W,0.378091873
YPL277C,0.368308351
YPL278C,0.311827957
YPL279C,0.356741573
YPL280W,0.407725322
YPL281C,0.445754717
YPL282C,0.3375
YPL283C,0.454899777
YPR001W,0.362068966
YPR002W,0.334669339
YPR003C,0.327421555
YPR004C,0.305882353
YPR005C,0.349315068
YPR006C,0.366300366
YPR007C,0.344311377
YPR008W,0.31838565
YPR009W,0.348659004
YPR010C,0.308024159
YPR011C,0.34591195
YPR013C,0.354098361
YPR015C,0.382352941
YPR016C,0.305785124
YPR017C,0.391304348
YPR018W,0.337837838
YPR019W,0.336992316
YPR020W,0.315789474
YPR021C,0.324689966
YPR022C,0.323583181
YPR023C,0.423376623
YPR024W,0.339779006
YPR025C,0.334196891
YPR026W,0.341296928
YPR027C,0.303703704
YPR028W,0.350574713
YPR029C,0.370280146
YPR030W,0.35278031
YPR031W,0.310344828
YPR032W,0.33033033
YPR033C,0.328301887
YPR034W,0.504405286
YPR035W,0.404558405
YPR036W,0.602564103
YPR037C,0.54787234
YPR040W,0.49122807
YPR041W,0.345959596
YPR042C,0.321969697
YPR043W,0.393258427
YPR045C,0.368653422
YPR046W,0.412429379
YPR047W,0.343049327
YPR048W,0.348837209
YPR049C,0.325783972
YPR051W,0.487951807
YPR052C,0.522222222
YPR054W,0.497354497
YPR055W,0.342359768
YPR056W,0.290030211
YPR057W,0.388379205
YPR058W,0.334459459
YPR060C,0.341269841
YPR061C,0.372413793
YPR062W,0.416107383
YPR063C,0.458646617
YPR065W,0.407202216
YPR066W,0.484536082
YPR067W,0.375
YPR068C,0.34
YPR069C,0.34519573
YPR070W,0.304347826
YPR071W,0.304568528
YPR072W,0.317343173
YPR073C,0.326923077
YPR074C,0.4
YPR075C,0.418079096
YPR078C,0.314917127
YPR079W,0.462365591
YPR080W,0.427927928
YPR081C,0.377104377
YPR082C,0.368421053
YPR083W,0.374100719
YPR084W,0.365688488
YPR085C,0.37470726
YPR086W,0.347305389
YPR088C,0.37601626
YPR089W,0.334498834
YPR091C,0.348404255
YPR093C,0.503597122
YPR094W,0.326923077
YPR095C,0.349286314
YPR096C,0.397959184
YPR097W,0.319767442
YPR098C,0.346153846
YPR100W,0.390977444
YPR101W,0.331395349
YPR102C,0.437869822
YPR103W,0.321299639
YPR104C,0.331887202
YPR105C,0.353643967
YPR106W,0.328671329
YPR107C,0.298507463
YPR108W,0.342857143
YPR109W,0.298245614
YPR110C,0.337386018
YPR111W,0.305860806
YPR112C,0.340253749
YPR113W,0.466346154
YPR114W,0.503311258
YPR115W,0.355996223
YPR116W,0.334558824
YPR117W,0.316225166
YPR118W,0.320099256
YPR119W,0.304621849
YPR120C,0.358851675
YPR121W,0.316546763
YPR122W,0.361016949
YPR124W,0.375342466
YPR125W,0.4
YPR127W,0.458333333
YPR128C,0.356466877
YPR129W,0.351906158
YPR131C,0.364130435
YPR132W,0.457746479
YPR133C,0.344139651
YPR134W,0.357976654
YPR135W,0.323299889
YPR137W,0.316071429
YPR138C,0.349344978
YPR139C,0.434482759
YPR140W,0.32320442
YPR141C,0.304225352
YPR143W,0.340080972
YPR144C,0.397748593
YPR145W,0.372943327
YPR147C,0.307958478
YPR148C,0.352941176
YPR149W,0.44047619
YPR151C,0.5
YPR152C,0.474725275
YPR153W,0.372093023
YPR154W,0.320754717
YPR155C,0.343383585
YPR156C,0.338409475
YPR157W,0.386363636
YPR158W,0.342857143
YPR159W,0.308802309
YPR160W,0.373702422
YPR161C,0.327613105
YPR162C,0.351456311
YPR163C,0.283687943
YPR164W,0.323121809
YPR165W,0.317073171
YPR166C,0.351351351
YPR167C,0.37944664
YPR168W,0.422077922
YPR169W,0.338877339
YPR171W,0.338624339
YPR172W,0.412371134
YPR173C,0.382075472
YPR174C,0.449074074
YPR175W,0.348484848
YPR176C,0.303514377
YPR178W,0.318284424
YPR179C,0.309262166
YPR180W,0.325373134
YPR181C,0.446380697
YPR182W,0.761904762
YPR183W,0.622568093
YPR184W,0.387727579
YPR185W,0.32729805
YPR186C,0.327014218
YPR187W,0.346666667
YPR188C,0.386075949
YPR189W,0.304755043
YPR190C,0.354330709
YPR191W,0.465940054
YPR192W,0.515679443
YPR193C,0.455782313
YPR194C,0.322424242
YPR196W,0.34
YPR198W,0.301923077
YPR199C,0.342657343
YPR200C,0.291338583
YPR201W,0.345646438
YPR202W,0.412017167
YPR203W,0.418367347
YPR204W,0.479438315
YEL077C,0.472447326
YLR390W-A,0.427966102
YDL045W-A,0.351648352
YOR008C-A,0.294117647
YIL009C-A,0.392045455
YPR133W-A,0.377777778
YLR438C-A,0.609195402
YKR035W-A,0.393782383
YFL034C-A,0.391666667
YFR032C-A,0.517241379
YPL249C-A,0.536082474
YCR020W-B,0.356164384
YCL001W-A,0.290540541
YCR028C-A,0.34351145
YCR087C-A,0.649006623
YPL183W-A,0.438202247
YER039C-A,0.52238806
YBL091C-A,0.456140351
YDL130W-A,0.317647059
YDR034C-A,0.210526316
YDR034W-B,0.265306122
YDR363W-A,0.317647059
YDR525W-A,0.460526316
YER048W-A,0.422222222
YER138W-A,0.1875
YKL033W-A,0.331877729
YKL053C-A,0.390243902
YLL018C-A,0.516483516
YLR262C-A,0.35
YML081C-A,0.339285714
YMR158C-A,0.307692308
YNR032C-A,0.402777778
YOR298C-A,0.452702703
YDR322C-A,0.414893617
YEL020W-A,0.469879518
YOL077W-A,0.363636364
YJR135W-A,0.423529412
YHR072W-A,0.410714286
YML058W-A,0.584615385
YBL059C-A,0.411214953
YHR132W-A,0.31496063
YBR058C-A,0.368421053
YBR085C-A,0.416666667
YER053C-A,0.428571429
YMR122W-A,0.469135802
YNR034W-A,0.402061856
YOR396W,0.45905421
YCL057C-A,0.554347826
YCL026C-B,0.430851064
YCL021W-A,0.41322314
YAL044W-A,0.495238095
YBL071W-A,0.415584416
YDL085C-A,0.415384615
YER014C-A,0.493055556
YBL029C-A,0.415730337
YBL108C-A,0.538461538
YBR233W-A,0.369565217
YCL001W-B,0.353658537
YDL159W-A,0.365853659
YDR079C-A,0.333333333
YDR320C-A,0.471428571
YDR379C-A,0.358974359
YFR012W-A,0.444444444
YGL258W-A,0.337837838
YGR271C-A,0.280701754
YJL052C-A,0.444444444
YJL062W-A,0.675
YKL018C-A,0.466666667
YKL106C-A,0.444444444
YLR099W-A,0.658536585
YLR363W-A,0.416666667
YML007C-A,0.454545455
YNL162W-A,0.295774648
YOL086W-A,0.465116279
YOL159C-A,0.333333333
YBR255C-A,0.301724138
YDR381C-A,0.300884956
YER074W-A,0.30952381
YKL138C-A,0.359375
YLR154W-C,0.475
YPL096C-A,0.409836066
YPR036W-A,0.439393939
YER180C-A,0.425
YCL005W-A,0.421875
YNL138W-A,0.5
YBR111W-A,0.252747253
YIL156W-B,0.528571429
YKR095W-A,0.447058824
YJR112W-A,0.59223301
YMR194C-B,0.450704225
YPR170W-B,0.361445783
YOR072W-B,0.403846154
YBL039W-B,0.37037037
YCL058W-A,0.509259259
YCR075W-A,0.351351351
YDL160C-A,0.36
YGR169C-A,0.329545455
YJL127C-B,0.392156863
YJR005C-A,0.355555556
YKL068W-A,0.287671233
YLR307C-A,0.270588235
YOR020W-A,0.352272727
YPL189C-A,0.358208955
YBL008W-A,0.346666667
YBR072C-A,0.442307692
YBR196C-A,0.326086957
YBR200W-A,0.354166667
YCR108C,0.433333333
YDL022C-A,0.455696203
YDR169C-A,0.409090909
YDR182W-A,0.307692308
YDR194W-A,0.347826087
YDR246W-A,0.421875
YER078W-A,0.452830189
YFL041W-A,0.457627119
YGL041C-B,0.327586207
YGR121W-A,0.338235294
YGR240C-A,0.349206349
YHR086W-A,0.365384615
YHR175W-A,0.319148936
YIL134C-A,0.292307692
YJR151W-A,0.333333333
YKL183C-A,0.338235294
YLL006W-A,0.438596491
YLR154C-G,0.523809524
YLR154C-H,0.35
YLR156C-A,0.35
YLR157C-C,0.35
YLR159C-A,0.35
YLR162W-A,0.35
YLR285C-A,0.2
YLR342W-A,0.272727273
YLR412C-A,0.373134328
YML054C-A,0.468085106
YMR030W-A,0.284210526
YMR230W-A,0.271186441
YNL130C-A,0.260869565
YOL164W-A,0.322033898
YOR011W-A,0.338461538
YOR316C-A,0.507462687
YOR376W-A,0.260869565
YOR381W-A,0.388888889
YPL038W-A,0.278688525
YPR108W-A,0.367647059
YAL067W-A,0.432432432
YAR035C-A,0.4
YBL071C-B,0.322580645
YBL100W-C,0.388888889
YBR126W-A,0.584615385
YBR182C-A,0.37704918
YBR296C-A,0.378378378
YBR298C-A,0.405797101
YER175W-A,0.333333333
YER190C-B,0.480769231
YFR032C-B,0.360465116
YGL007C-A,0.333333333
YGL188C-A,0.333333333
YGR031C-A,0.518987342
YGR146C-A,0.392156863
YGR174W-A,0.222222222
YGR204C-A,0.323529412
YHR022C-A,0.464285714
YHR212W-A,0.428571429
YHR213W-A,0.397260274
YHR213W-B,0.46875
YHR214C-D,0.391304348
YHR214C-E,0.393617021
YIL105W-A,0.268292683
YJL077W-A,0.5
YJL077W-B,0.366666667
YKL096C-B,0.266666667
YLL066W-B,0.5
YLR157W-D,0.454545455
YLR157W-E,0.576923077
YLR406C-A,0.375
YML100W-A,0.392857143
YMR001C-A,0.28
YMR105W-A,0.266666667
YMR182W-A,0.307692308
YMR242W-A,0.518518519
YMR272W-B,0.516129032
YMR315W-A,0.470588235
YNL024C-A,0.313432836
YNL097C-B,0.361111111
YNR075C-A,0.551724138
YOL019W-A,0.425531915
YOL166W-A,0.36
YOR032W-A,0.35483871
YOR161C-C,0.456521739
YOR394C-A,0.403846154
YPL152W-A,0.344827586
YPR159C-A,0.266666667
YAL037C-A,0.407407407
YBR056W-A,0.26984127
YDR524C-B,0.538461538
YDR524W-C,0.285714286
YER038W-A,0.512396694
YER188C-A,0.329896907
YGL006W-A,0.441176471
YJL047C-A,0.380952381
YJL133C-A,0.541666667
YJL136W-A,0.375
YLR264C-A,0.305555556
YNL067W-B,0.255813953
YOL013W-A,0.474576271
YOL038C-A,0.464285714
YAL063C-A,0.287234043
YBR196C-B,0.375
YBR221W-A,0.46875
YCR024C-B,0.317647059
YDR003W-A,0.282051282
YGL041W-A,0.373239437
YGR035W-A,0.338028169
YHL015W-A,0.32
YHL048C-A,0.341463415
YHR007C-A,0.414285714
YHR050W-A,0.363636364
YIL002W-A,0.348484848
YIL046W-A,0.375
YIR018C-A,0.30952381
YIR021W-A,0.391304348
YLR361C-A,0.302083333
YMR175W-A,0.24137931
YMR247W-A,0.454545455
YNL042W-B,0.481927711
YNL146C-A,0.295081967
YNL277W-A,0.372881356
YOL097W-A,0.410714286
YOL155W-A,0.380952381
YOR034C-A,0.376623377
YOR192C-C,0.232876712
YOR293C-A,0.276595745
YPL119C-A,0.25
YHR199C-A,0.408450704
YCL012C,0.356589147
YBR230W-A,0.573770492
YCR095W-A,0.34
YGR161W-C,0.454545455
YBR201C-A,0.390625
YGL194C-A,0.319444444
YCL048W-A,0.38961039
YDR461C-A,0.480519481
YDR374W-A,0.295454545
YDR119W-A,0.322580645
YDL007C-A,0.34939759
YKL023C-A,0.364864865
YKL065W-A,0.257142857
YLR146W-A,0.4
YIL102C-A,0.424657534
YPR145C-A,0.289473684
YDR014W-A,0.41875
YPR010C-A,0.309859155
YCL054W-A,0.296296296
